DDIT3_A3SS_1065	DDIT3	chr12	-	57517268	57517595	57517268	57517438	57517705	57517753	0.268344827586207	0.3688	1.44612240066212e-07	0.458750575696692	0.100455172413793
KRCC1_A3SS_1117	KRCC1	chr2	-	88034133	88034292	88034133	88034231	88036942	88037051	0.598804597701149	0.756333333333333	4.99155810604335e-12	0.336936904533662	0.157528735632184
RPLP0_A3SS_1310	RPLP0	chr12	-	120200729	120200891	120200729	120200831	120201082	120201211	0.0241724137931034	0.228244444444444	2.33290053372153e-12	3.23914629578905	0.204072030651341
TM2D2_A3SS_1356	TM2D2	chr8	-	38995317	38995794	38995317	38995405	38996212	38996522	0.912011494252874	0.754933333333333	3.79805586055526e-06	-0.272702758539795	-0.15707816091954
BTN2A2_A3SS_1549	BTN2A2	chr6	+	26392221	26394872	26392374	26394872	26390802	26390829	0.587885057471264	0.433288888888889	4.50001533396454e-11	-0.440204867649307	-0.154596168582376
HSD17B7_A3SS_182	HSD17B7	chr1	+	162797801	162798143	162797827	162798143	162796584	162796677	0.389080459770115	0.553111111111111	2.90103224478614e-11	0.50750079603773	0.164030651340996
VNN3_A3SS_1963	VNN3	chr6	-	132728740	132728979	132728740	132728933	132734252	132734383	0.500689655172414	0.613888888888889	1.00917488640627e-11	0.294060909968303	0.113199233716475
APRT_A3SS_1998	APRT	chr16	-	88809468	88809840	88809468	88809706	88810069	88810148	0.537045977011494	0.655222222222222	9.29919217402337e-10	0.286938683626825	0.118176245210728
TRIP12_A3SS_2079	TRIP12	chr2	-	229805729	229805883	229805729	229805802	229807707	229807864	0.534402298850575	0.659711111111111	5.14214941269725e-09	0.303908189650117	0.125308812260536
DNAJC10_A3SS_2238	DNAJC10	chr2	+	182739544	182740388	182740298	182740388	182736248	182736386	0.380804597701149	0.270577777777778	1.85270209429235e-10	-0.493007539945778	-0.110226819923372
MAGI3_A3SS_2283	MAGI3	chr1	+	113682211	113685923	113682896	113685923	113681197	113681336	0.515080459770115	0.849488888888889	5.41228662746862e-09	0.72179726679253	0.334408429118774
FAM111A_A3SS_2439	FAM111A	chr11	+	59148796	59148953	59148835	59148953	59145826	59145856	0.39364367816092	0.502977777777778	9.09855732234113e-09	0.353604352251701	0.109334099616858
FAM133B_A3SS_2740	FAM133B	chr7	-	92577654	92577717	92577654	92577676	92578149	92578182	0.673977011494253	0.846688888888889	1.3729187766814e-05	0.329132572940078	0.172711877394636
ELF2_A3SS_2875	ELF2	chr4	-	139071865	139072039	139071865	139072003	139073453	139073567	0.189793103448276	0.349888888888889	1.250292262623e-10	0.882469281118572	0.160095785440613
AGTPBP1_A3SS_3330	AGTPBP1	chr9	-	85655142	85655320	85655142	85655200	85657434	85657643	0.518540229885057	0.632955555555556	5.55058457280603e-10	0.287648279097048	0.114415325670498
LST1_A3SS_3370	LST1	chr6	+	31588496	31588909	31588517	31588909	31587640	31587733	0.243287356321839	0.143111111111111	2.94073403855737e-12	-0.765525658262584	-0.100176245210728
LINC01138_A3SS_3500	LINC01138	chr1	-	148432958	148434239	148432958	148433643	148435145	148435354	0.758402298850575	0.601666666666667	5.11775818647453e-11	-0.333998906026213	-0.156735632183908
LONRF3_A3SS_377	LONRF3	chrX	+	119012879	119013201	119013038	119013201	119011814	119011973	0.657425287356322	0.472333333333333	4.93476890960413e-07	-0.477021597214718	-0.185091954022989
GSDMB_A3SS_398	GSDMB	chr17	-	39917081	39917330	39917081	39917321	39918533	39918650	0.507965517241379	0.330644444444444	2.11178152814261e-08	-0.61944990301227	-0.177321072796935
EPB41_A3SS_4093	EPB41	chr1	+	28987430	28987905	28987447	28987905	28887090	28887210	0.23316091954023	0.0882	3.04895146655384e-17	-1.40247543557475	-0.14496091954023
EIF2AK2_A3SS_4107	EIF2AK2	chr2	-	37148856	37149257	37148856	37149023	37156907	37157047	0.476873563218391	0.2174	4.78514021499435e-09	-1.13325486486462	-0.259473563218391
SUPT20H_A3SS_4372	SUPT20H	chr13	-	37022010	37022317	37022010	37022080	37024034	37024193	0.379816091954023	0.502	3.21090768262387e-13	0.402386333647931	0.122183908045977
ILK_A3SS_437	ILK	chr11	+	6604179	6604360	6604225	6604360	6603707	6603822	0.711620689655172	0.609333333333333	2.30443157493525e-07	-0.22387679155862	-0.102287356321839
LAIR1_A3SS_5037	LAIR1	chr19	-	54364294	54364486	54364294	54364330	54364770	54365114	0.517735632183908	0.289177777777778	9.75866383171603e-13	-0.840258921523577	-0.22855785440613
CLEC17A_A3SS_5049	CLEC17A	chr19	+	14599653	14599812	14599716	14599812	14597098	14597161	0.473988505747126	0.756377777777778	6.598357224993e-12	0.674254903732478	0.282389272030651
PSMA3-AS1_A3SS_5097	PSMA3-AS1	chr14	-	58273978	58274135	58273978	58274010	58291634	58291707	0.49235632183908	0.265666666666667	1.43374279945057e-13	-0.890085558918462	-0.226689655172414
TMX2_A3SS_53	TMX2	chr11	+	57737835	57738026	57737912	57738026	57737607	57737668	0.488770114942529	0.349133333333333	1.71461308920849e-08	-0.48537797253431	-0.139636781609195
MED11_A3SS_758	MED11	chr17	+	4732938	4733610	4733049	4733610	4731775	4731906	0.705689655172414	0.5562	9.500162298566e-08	-0.34343011674355	-0.149489655172414
CXCL1_A3SS_2748	CXCL1	chr4	+	73869645	73869792	73869668	73869792	73869391	73869570	0.771229885057471	0.607888888888889	1.94659387738295e-05	-0.343353307730196	-0.163340996168582
IDNK_A3SS_1443	IDNK	chr9	+	83628006	83628211	83628180	83628211	83623048	83623221	0.802022988505747	0.552333333333333	1.30979546092041e-09	-0.538104392732582	-0.249689655172414
TMEM159_A3SS_586	TMEM159	chr16	+	21160977	21161278	21161084	21161278	21158376	21158746	0.633172413793103	0.742488888888889	7.19175557346082e-10	0.229771035438169	0.109316475095785
PSMB8-AS1_A3SS_1818	PSMB8-AS1	chr6	+	32845329	32846500	32845417	32846500	32844085	32844274	0.382333333333333	0.512777777777778	3.20383637111845e-12	0.423502755796155	0.130444444444444
NUSAP1_A3SS_3487	NUSAP1	chr15	+	41350987	41351129	41351032	41351129	41349097	41349241	0.443781609195402	0.5734	1.35243121753052e-07	0.36969202269549	0.129618390804598
PDLIM7_A3SS_4985	PDLIM7	chr5	-	177489770	177490031	177489770	177489832	177490869	177490906	0.438781609195402	0.540622222222222	6.92677908559629e-06	0.301117756091884	0.10184061302682
LETM2_A3SS_2044	LETM2	chr8	+	38394097	38394241	38394182	38394241	38392541	38392995	0.447758620689655	0.591044444444444	6.92143397713663e-06	0.40054541136496	0.143285823754789
POLD2_A3SS_2481	POLD2	chr7	-	44121833	44122282	44121833	44122109	44123510	44123570	0.534609195402299	0.363155555555556	2.0287965103964e-06	-0.55789700190113	-0.171453639846743
SCYL1_A3SS_4356	SCYL1	chr11	+	65536985	65537128	65537036	65537128	65536585	65536750	0.509758620689655	0.613911111111111	2.10733781968888e-07	0.268215512937358	0.104152490421456
CEACAM21_A3SS_2450	CEACAM21	chr19	+	41579269	41579628	41579352	41579628	41577199	41577559	0.386701149425287	0.273022222222222	5.52231708293834e-07	-0.502200670814877	-0.113678927203065
PRRC2A_A3SS_2632	PRRC2A	chr6	+	31622689	31622901	31622726	31622901	31620672	31620858	0.490586206896552	0.356333333333333	2.25726446167118e-06	-0.461279225069438	-0.134252873563218
PFN2_A3SS_4001	PFN2	chr3	-	149964904	149966586	149964904	149966264	149968357	149968550	0.578712643678161	0.743222222222222	6.19204603797764e-06	0.360946474345126	0.164509578544061
PGS1_A3SS_20	PGS1	chr17	+	78414878	78415027	78414951	78415027	78403567	78404089	0.724505747126437	0.825666666666667	1.47022723894712e-06	0.188562328775145	0.10116091954023
MORF4L2_A3SS_220	MORF4L2	chrX	-	103678498	103678620	103678498	103678600	103684680	103684729	0.12048275862069	0.238844444444444	8.19701109619718e-06	0.987244611894304	0.118361685823755
ARRB2_A3SS_2513	ARRB2	chr17	+	4720549	4720640	4720585	4720640	4720215	4720299	0.763022988505747	0.652888888888889	2.03041381777311e-06	-0.224889034173547	-0.110134099616858
