DDIT3_A3SS_1065	DDIT3	chr12	-	57517268	57517595	57517268	57517438	57517705	57517753	0.268344827586207	0.370495145631068	2.55646095590858e-09	0.465366559842831	0.102150318044861
KRCC1_A3SS_1117	KRCC1	chr2	-	88034133	88034292	88034133	88034231	88036942	88037051	0.598804597701149	0.769174757281553	2.25200838938274e-19	0.361226118556221	0.170370159580404
ZFYVE27_A3SS_1179	ZFYVE27	chr10	+	97751375	97751462	97751390	97751462	97750330	97750470	0.534885057471264	0.420291262135922	7.86935211694175e-12	-0.347839438031134	-0.114593795335342
RPLP0_A3SS_1310	RPLP0	chr12	-	120200729	120200891	120200729	120200831	120201082	120201211	0.0241724137931034	0.256747572815534	1.17225381012161e-15	3.40891718886243	0.232575159022431
TM2D2_A3SS_1356	TM2D2	chr8	-	38995317	38995794	38995317	38995405	38996212	38996522	0.912011494252874	0.736456310679612	4.2295479934043e-08	-0.30845206528444	-0.175555183573262
BTN2A2_A3SS_1549	BTN2A2	chr6	+	26392221	26394872	26392374	26394872	26390802	26390829	0.587885057471264	0.428300970873786	3.21968646819646e-16	-0.456909161220803	-0.159584086597478
GCH1_A3SS_1612	GCH1	chr14	-	54842005	54844143	54842005	54843054	54845767	54845852	0.549057471264368	0.70295145631068	1.32913874913293e-10	0.356467896854115	0.153893985046312
RAB2B_A3SS_1777	RAB2B	chr14	-	21468669	21468752	21468669	21468708	21474866	21474934	0.67667816091954	0.794349514563107	1.54486745955591e-06	0.231304106467227	0.117671353643567
HSD17B7_A3SS_182	HSD17B7	chr1	+	162797801	162798143	162797827	162798143	162796584	162796677	0.389080459770115	0.553398058252427	6.55135060561125e-15	0.508249054142617	0.164317598482312
VNN3_A3SS_1963	VNN3	chr6	-	132728740	132728979	132728740	132728933	132734252	132734383	0.500689655172414	0.617757281553398	1.85526763340841e-17	0.303123462832758	0.117067626380984
APRT_A3SS_1998	APRT	chr16	-	88809468	88809840	88809468	88809706	88810069	88810148	0.537045977011494	0.651203883495146	2.30162192501646e-15	0.278063699253997	0.114157906483651
TUG1_A3SS_2038	TUG1	chr22	+	30972854	30973601	30972923	30973601	30969210	30971779	0.371908045977011	0.485407766990291	4.61856359137038e-11	0.384251233168338	0.11349972101328
TRIP12_A3SS_2079	TRIP12	chr2	-	229805729	229805883	229805729	229805802	229807707	229807864	0.534402298850575	0.690699029126214	3.67222539587545e-16	0.370130981842425	0.156296730275639
MAGI3_A3SS_2283	MAGI3	chr1	+	113682211	113685923	113682896	113685923	113681197	113681336	0.515080459770115	0.730271844660194	3.84137619432058e-06	0.50363579847781	0.215191384890079
FAM111A_A3SS_2439	FAM111A	chr11	+	59148796	59148953	59148835	59148953	59145826	59145856	0.39364367816092	0.504902912621359	2.25166775937813e-14	0.359115690837749	0.11125923446044
FAM133B_A3SS_2740	FAM133B	chr7	-	92577654	92577717	92577654	92577676	92578149	92578182	0.673977011494253	0.828563106796117	1.11917640474322e-07	0.297912199519704	0.154586095301864
ELF2_A3SS_2875	ELF2	chr4	-	139071865	139072039	139071865	139072003	139073453	139073567	0.189793103448276	0.380456310679612	3.9631105386365e-16	1.00330322299672	0.190663207231336
OGG1_A3SS_3092	OGG1	chr3	+	9759186	9759286	9759233	9759286	9756766	9756816	0.764977011494253	0.866776699029126	3.95700476898696e-09	0.180243977273719	0.101799687534873
AGTPBP1_A3SS_3330	AGTPBP1	chr9	-	85655142	85655320	85655142	85655200	85657434	85657643	0.518540229885057	0.639640776699029	1.37719558642034e-15	0.302805990725617	0.121100546813972
LINC01138_A3SS_3500	LINC01138	chr1	-	148432958	148434239	148432958	148433643	148435145	148435354	0.758402298850575	0.632990291262136	6.66316325362077e-12	-0.260779965384877	-0.125412007588439
CDC7_A3SS_3593	CDC7	chr1	+	91501653	91501831	91501687	91501831	91500846	91500948	0.547344827586207	0.714203883495146	7.18141174246689e-09	0.383885960396681	0.166859055908939
PLSCR3_A3SS_3598	PLSCR3	chr17	-	7394103	7394267	7394103	7394159	7394476	7394843	0.593091954022989	0.756203883495146	2.92195920741252e-11	0.350519458226446	0.163111929472157
LONRF3_A3SS_377	LONRF3	chrX	+	119012879	119013201	119013038	119013201	119011814	119011973	0.657425287356322	0.435417475728155	1.19497122403348e-12	-0.594427637562305	-0.222007811628167
GSDMB_A3SS_398	GSDMB	chr17	-	39917081	39917330	39917081	39917321	39918533	39918650	0.507965517241379	0.338300970873786	1.69955002446996e-11	-0.586423246873941	-0.169664546367593
EPB41_A3SS_4093	EPB41	chr1	+	28987430	28987905	28987447	28987905	28887090	28887210	0.23316091954023	0.114718446601942	2.31711018097714e-20	-1.02322860266334	-0.118442472938288
EIF2AK2_A3SS_4107	EIF2AK2	chr2	-	37148856	37149257	37148856	37149023	37156907	37157047	0.476873563218391	0.222844660194175	6.78249767552897e-13	-1.09756841373712	-0.254028903024216
SUPT20H_A3SS_4372	SUPT20H	chr13	-	37022010	37022317	37022010	37022080	37024034	37024193	0.379816091954023	0.535058252427184	1.44057465413929e-21	0.494394937458302	0.155242160473161
ILK_A3SS_437	ILK	chr11	+	6604179	6604360	6604225	6604360	6603707	6603822	0.711620689655172	0.609776699029126	2.29146509328566e-11	-0.222827433417286	-0.101843990626046
LAIR1_A3SS_5037	LAIR1	chr19	-	54364294	54364486	54364294	54364330	54364770	54365114	0.517735632183908	0.314932038834951	6.68388445212591e-16	-0.717175078431781	-0.202803593348957
CLEC17A_A3SS_5049	CLEC17A	chr19	+	14599653	14599812	14599716	14599812	14597098	14597161	0.473988505747126	0.659631067961165	9.21978460612643e-10	0.476807275767083	0.185642562214039
TCF7_A3SS_5084	TCF7	chr5	+	134145740	134148229	134146223	134148229	134143591	134143640	0.406471264367816	0.290718446601942	1.45603847815549e-11	-0.483530748118643	-0.115752817765874
TCF7_A3SS_5085	TCF7	chr5	+	134145740	134148229	134146200	134148229	134143591	134143640	0.676379310344828	0.534553398058252	1.29774162863138e-09	-0.339498460009795	-0.141825912286575
PSMA3-AS1_A3SS_5097	PSMA3-AS1	chr14	-	58273978	58274135	58273978	58274010	58291634	58291707	0.49235632183908	0.260543689320388	1.74425296182735e-20	-0.918177471018909	-0.231812632518692
TMX2_A3SS_53	TMX2	chr11	+	57737835	57738026	57737912	57738026	57737607	57737668	0.488770114942529	0.345339805825243	1.579515345986e-12	-0.501139439609148	-0.143430309117286
MED11_A3SS_758	MED11	chr17	+	4732938	4733610	4733049	4733610	4731775	4731906	0.705689655172414	0.518116504854369	1.85941486092513e-13	-0.445757319352835	-0.187573150318045
ANKRD42_A3SS_4450	ANKRD42	chr11	+	83212652	83215200	83212978	83215200	83211294	83211430	0.708655172413793	0.817980582524272	2.60990669242594e-09	0.206982805448719	0.109325410110479
CXCL1_A3SS_2748	CXCL1	chr4	+	73869645	73869792	73869668	73869792	73869391	73869570	0.771229885057471	0.60473786407767	6.87771146507811e-08	-0.350851044506398	-0.166492020979801
IDNK_A3SS_1443	IDNK	chr9	+	83628006	83628211	83628180	83628211	83623048	83623221	0.802022988505747	0.618631067961165	1.55387355863037e-09	-0.374564301346198	-0.183391920544582
PTOV1_A3SS_3193	PTOV1	chr19	+	49860565	49860744	49860613	49860744	49860267	49860336	0.23683908045977	0.393834951456311	1.5498287416055e-08	0.733683993449086	0.156995870996541
SRP19_A3SS_3860	SRP19	chr5	+	112867371	112868392	112867403	112868392	112864620	112864732	0.642471264367816	0.497300970873786	1.39884493578032e-07	-0.369512681035808	-0.14517029349403
PTPN7_A3SS_4598	PTPN7	chr1	-	202158117	202158301	202158117	202158248	202159280	202159454	0.686137931034483	0.795718446601942	7.54572981370074e-07	0.213759420751806	0.109580515567459
NUSAP1_A3SS_3487	NUSAP1	chr15	+	41350987	41351129	41351032	41351129	41349097	41349241	0.443781609195402	0.580631067961165	1.8912370967046e-11	0.38777188676496	0.136849458765763
PDLIM7_A3SS_4985	PDLIM7	chr5	-	177489770	177490031	177489770	177489832	177490869	177490906	0.438781609195402	0.565601941747573	3.25422975282148e-10	0.366284014185473	0.126820332552171
LETM2_A3SS_2044	LETM2	chr8	+	38394097	38394241	38394182	38394241	38392541	38392995	0.447758620689655	0.607339805825243	8.23922437401464e-09	0.439782719695753	0.159581185135588
POLD2_A3SS_2481	POLD2	chr7	-	44121833	44122282	44121833	44122109	44123510	44123570	0.534609195402299	0.386038834951456	1.29494156257078e-08	-0.46973866464446	-0.148570360450843
APOO_A3SS_2547	APOO	chrX	-	23833347	23833612	23833347	23833510	23840312	23840377	0.400310344827586	0.591456310679612	5.35419787714656e-09	0.563152706056693	0.191145965852025
CYB561D2_A3SS_2557	CYB561D2	chr3	+	50351342	50351560	50351408	50351560	50350694	50350984	0.572551724137931	0.472038834951456	5.73451540127515e-08	-0.278500475743163	-0.100512889186475
CUTA_A3SS_727	CUTA	chr6	-	33417480	33417816	33417480	33417695	33417958	33418288	0.497620689655172	0.364980582524272	1.09839235819624e-05	-0.447226757231303	-0.132640107130901
JKAMP_A3SS_184	JKAMP	chr14	+	59486680	59486804	59486730	59486804	59484442	59484593	0.586183908045977	0.476174757281553	6.70660592663566e-06	-0.299862220357808	-0.110009150764424
GPBAR1_A3SS_1791	GPBAR1	chr2	+	218262058	218263859	218262679	218263859	218261014	218261216	0.509712643678161	0.394766990291262	4.05056455400438e-06	-0.368682781200217	-0.114945653386899
ZNF37A_A3SS_4495	ZNF37A	chr10	+	38095357	38095633	38095537	38095633	38094335	38094490	0.426885057471264	0.305067961165049	1.13842447377415e-05	-0.484716990686184	-0.121817096306216
MAD1L1_A3SS_3118	MAD1L1	chr7	-	2230548	2230764	2230548	2230727	2232871	2232948	0.478804597701149	0.355009708737864	1.67371775718039e-06	-0.43157852606091	-0.123794888963285
PRRC2A_A3SS_2632	PRRC2A	chr6	+	31622689	31622901	31622726	31622901	31620672	31620858	0.490586206896552	0.384135922330097	1.24378507804119e-06	-0.352889789018102	-0.106450284566455
