KRCC1_A3SS_1117	KRCC1	chr2	-	88034133	88034292	88034133	88034231	88036942	88037051	0.598804597701149	0.806740740740741	1.30210669012276e-11	0.430019815824522	0.207936143039591
ZFYVE27_A3SS_1179	ZFYVE27	chr10	+	97751375	97751462	97751390	97751462	97750330	97750470	0.534885057471264	0.31662962962963	5.54528533347278e-14	-0.756432634580958	-0.218255427841635
RPLP0_A3SS_1310	RPLP0	chr12	-	120200729	120200891	120200729	120200831	120201082	120201211	0.0241724137931034	0.41162962962963	7.42899048893055e-08	4.08991338390397	0.387457215836526
TM2D2_A3SS_1356	TM2D2	chr8	-	38995317	38995794	38995317	38995405	38996212	38996522	0.912011494252874	0.654333333333333	4.84639780528572e-06	-0.479026240092009	-0.25767816091954
DERL1_A3SS_1466	DERL1	chr8	-	123019194	123019305	123019194	123019245	123021446	123021499	0.748034482758621	0.889148148148148	6.73167164649713e-07	0.249319041404416	0.141113665389527
BTN2A2_A3SS_1549	BTN2A2	chr6	+	26392221	26394872	26392374	26394872	26390802	26390829	0.587885057471264	0.358222222222222	3.87303040577752e-12	-0.714679271447512	-0.229662835249042
GCH1_A3SS_1612	GCH1	chr14	-	54842005	54844143	54842005	54843054	54845767	54845852	0.549057471264368	0.821259259259259	5.81504878747995e-11	0.580880563389816	0.272201787994891
RAB2B_A3SS_1777	RAB2B	chr14	-	21468669	21468752	21468669	21468708	21474866	21474934	0.67667816091954	0.906074074074074	1.50287952928384e-08	0.421159171598496	0.229395913154534
JKAMP_A3SS_185	JKAMP	chr14	+	59486712	59486804	59486730	59486804	59484442	59484593	0.896264367816092	0.78737037037037	6.45728730765914e-10	-0.186881918238553	-0.108893997445722
VNN3_A3SS_1963	VNN3	chr6	-	132728740	132728979	132728740	132728933	132734252	132734383	0.500689655172414	0.651	4.78206299220905e-12	0.378740895410095	0.150310344827586
APRT_A3SS_1998	APRT	chr16	-	88809468	88809840	88809468	88809706	88810069	88810148	0.537045977011494	0.670148148148148	2.58249395192531e-11	0.319434460207604	0.133102171136654
TUG1_A3SS_2038	TUG1	chr22	+	30972854	30973601	30972923	30973601	30969210	30971779	0.371908045977011	0.56037037037037	1.37095038839492e-09	0.591434715154784	0.188462324393359
TRIP12_A3SS_2079	TRIP12	chr2	-	229805729	229805883	229805729	229805802	229807707	229807864	0.534402298850575	0.753148148148148	1.13341225687216e-11	0.49500746451178	0.218745849297573
CD300LF_A3SS_2153	CD300LF	chr17	-	74703034	74703143	74703034	74703098	74704477	74704816	0.117896551724138	0.252814814814815	5.66197751270202e-14	1.10055948462957	0.134918263090677
FAM111A_A3SS_2439	FAM111A	chr11	+	59148796	59148953	59148835	59148953	59145826	59145856	0.39364367816092	0.522925925925926	4.69540795570136e-10	0.409716289716712	0.129282247765006
ADGRG1_A3SS_2515	ADGRG1	chr16	+	57659394	57659681	57659412	57659681	57657372	57657491	0.170494252873563	0.326851851851852	3.87754784494896e-11	0.938913762301391	0.156357598978289
ILF3_A3SS_256	ILF3	chr19	+	10683124	10683262	10683136	10683262	10682536	10682704	0.695873563218391	0.549444444444444	1.56799894824782e-10	-0.340851584908531	-0.146429118773946
PDCD6IP_A3SS_2570	PDCD6IP	chr3	+	33828837	33828969	33828852	33828969	33825186	33825340	0.834011494252874	0.947037037037037	3.78031031654905e-06	0.183353581322619	0.113025542784163
ELF2_A3SS_2875	ELF2	chr4	-	139071865	139072039	139071865	139072003	139073453	139073567	0.189793103448276	0.458962962962963	7.64902875449219e-10	1.27395016705157	0.269169859514687
POU2F2_A3SS_2899	POU2F2	chr19	-	42096081	42096243	42096081	42096195	42099526	42099618	0.0525287356321839	0.179555555555556	9.1879917874557e-11	1.77325152721278	0.127026819923372
FAM122B_A3SS_2982	FAM122B	chrX	-	134769565	134772283	134769565	134771354	134781820	134781917	0.638022988505747	0.75437037037037	1.35544371909466e-12	0.241664605518877	0.116347381864623
AGTPBP1_A3SS_3330	AGTPBP1	chr9	-	85655142	85655320	85655142	85655200	85657434	85657643	0.518540229885057	0.672	5.55127424758041e-11	0.374005311074169	0.153459770114943
CDC7_A3SS_3593	CDC7	chr1	+	91501653	91501831	91501687	91501831	91500846	91500948	0.547344827586207	0.836185185185185	2.76725111659544e-10	0.61137246494394	0.288840357598978
PLSCR3_A3SS_3598	PLSCR3	chr17	-	7394103	7394267	7394103	7394159	7394476	7394843	0.593091954022989	0.880814814814815	1.72749945177043e-13	0.570582934336373	0.287722860791826
LONRF3_A3SS_377	LONRF3	chrX	+	119012879	119013201	119013038	119013201	119011814	119011973	0.657425287356322	0.360592592592593	2.11641659669807e-08	-0.86645718886132	-0.296832694763729
GSDMB_A3SS_398	GSDMB	chr17	-	39917081	39917330	39917081	39917321	39918533	39918650	0.507965517241379	0.29337037037037	4.79150907360627e-08	-0.792007394338721	-0.214595146871009
EIF2AK2_A3SS_4107	EIF2AK2	chr2	-	37148856	37149257	37148856	37149023	37156907	37157047	0.476873563218391	0.170592592592593	1.28006563310358e-08	-1.48305180137519	-0.306280970625798
STAG3L5P-PVRIG2P-PILRB_A3SS_4141	STAG3L5P-PVRIG2P-PILRB	chr7	+	100352162	100352478	100352261	100352478	100351251	100351410	0.771425287356322	0.903666666666667	2.91303987710884e-12	0.22826426899038	0.132241379310345
TRIM26_A3SS_4294	TRIM26	chr6	-	30198665	30199264	30198665	30199153	30201034	30201138	0.155701149425287	0.0454074074074074	5.25461626352226e-13	-1.77778002304356	-0.11029374201788
SUPT20H_A3SS_4372	SUPT20H	chr13	-	37022010	37022317	37022010	37022080	37024034	37024193	0.379816091954023	0.666074074074074	7.74363217269465e-15	0.810381597754617	0.286257982120051
ILK_A3SS_437	ILK	chr11	+	6604179	6604360	6604225	6604360	6603707	6603822	0.711620689655172	0.584259259259259	1.81421587008653e-08	-0.284499763301729	-0.127361430395913
ZNF317_A3SS_4498	ZNF317	chr19	+	9157833	9158075	9157979	9158075	9157267	9157394	0.151494252873563	0.0459259259259259	6.86021319631803e-13	-1.72188235093592	-0.105568326947637
LAIR1_A3SS_5037	LAIR1	chr19	-	54364294	54364486	54364294	54364330	54364770	54365114	0.517735632183908	0.332518518518518	1.73706814177442e-07	-0.638780923418912	-0.18521711366539
NCOA3_A3SS_503	NCOA3	chr20	+	47639576	47639822	47639621	47639822	47639007	47639202	0.724379310344828	0.906444444444444	2.52450918564557e-11	0.32347325982189	0.182065134099617
TCF7_A3SS_5084	TCF7	chr5	+	134145740	134148229	134146223	134148229	134143591	134143640	0.406471264367816	0.221037037037037	2.52613714175802e-11	-0.878865235743618	-0.185434227330779
TCF7_A3SS_5085	TCF7	chr5	+	134145740	134148229	134146200	134148229	134143591	134143640	0.676379310344828	0.415037037037037	2.52660244807567e-11	-0.704592444770164	-0.261342273307791
PSMA3-AS1_A3SS_5097	PSMA3-AS1	chr14	-	58273978	58274135	58273978	58274010	58291634	58291707	0.49235632183908	0.20862962962963	1.1335202431657e-11	-1.2387587181117	-0.283726692209451
