AS_ID	Gene_ID	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
FAM96B_RI_1023	FAM96B	chr16	-	66933986	66934423	66933986	66934064	66934220	66934423	0.844712643678161	0.644578947368421	1.68998645822047e-07	-0.390103576263629	-0.20013369630974
PPCS_RI_132	PPCS	chr1	+	42456493	42457350	42456493	42457073	42457246	42457350	0.457126436781609	0.333473684210526	3.97657727562091e-07	-0.455020339207821	-0.123652752571083
TREX1_RI_157	TREX1	chr3	+	48465519	48467645	48465519	48466309	48466629	48467645	0.600597701149425	0.359105263157895	1.24713964261018e-06	-0.741992155096717	-0.24149243799153
HMGN3_RI_173	HMGN3	chr6	-	79201244	79202389	79201244	79201726	79202316	79202389	0.597264367816092	0.470947368421053	6.24213650768701e-07	-0.342803816789231	-0.126316999395039
HMGN3_RI_174	HMGN3	chr6	-	79201244	79202389	79201244	79201726	79202275	79202389	0.549367816091954	0.404894736842105	9.20009468736424e-08	-0.440225504927082	-0.144473079249849
SRSF1_RI_178	SRSF1	chr17	-	58000918	58005973	58000918	58005600	58005800	58005973	0.487919540229885	0.363315789473684	9.84629134479304e-08	-0.425419195828163	-0.124603750756201
BICD2_RI_28	BICD2	chr9	-	92711362	92715463	92711362	92713461	92715252	92715463	0.894103448275862	0.759421052631579	2.96132607333308e-05	-0.235541767870379	-0.134682395644283
ZNRD1_RI_395	ZNRD1	chr6	+	30061239	30061669	30061239	30061398	30061514	30061669	0.64767816091954	0.464842105263158	8.94683478326976e-07	-0.478536345061987	-0.182836055656382
GPX1_RI_418	GPX1	chr3	-	49357175	49358358	49357175	49357747	49358026	49358358	0.203747126436782	0.0891052631578947	7.32052130221118e-08	-1.19319715764975	-0.114641863278887
SLC30A7_RI_51	SLC30A7	chr1	+	100974809	100981755	100974809	100974902	100975218	100981755	0.885712643678161	0.717789473684211	6.48606936331007e-06	-0.303277947376805	-0.16792316999395
QKI_RI_629	QKI	chr6	+	163563419	163578596	163563419	163563719	163564666	163578596	0.748804597701149	0.609210526315789	5.77055356014977e-06	-0.297648423358251	-0.13959407138536
FLAD1_RI_706	FLAD1	chr1	+	154983293	154984066	154983293	154983397	154983841	154984066	0.553919540229885	0.323	4.05458385401608e-06	-0.778142267417595	-0.230919540229885
HLTF_RI_822	HLTF	chr3	-	149030116	149032372	149030116	149031363	149032200	149032372	0.527183908045977	0.69721052631579	6.48502729550504e-06	0.403288017420528	0.170026618269812
NAPEPLD_RI_882	NAPEPLD	chr7	-	103099575	103103554	103099575	103103122	103103423	103103554	0.646448275862069	0.832789473684211	2.09271191931305e-05	0.365416892754598	0.186341197822142
BCL2L11_RI_90	BCL2L11	chr2	+	111123732	111124139	111123732	111123869	111124049	111124139	0.514655172413793	0.649105263157895	1.38621040021433e-06	0.33484632792955	0.134450090744102
