AS_ID	Gene_ID	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	MeanIncLevel_1	MeanIncLevel_2	pvalue	Log2FC	deltaPSI
ORC2_RI_1090	ORC2	chr2	-	200913294	200913992	200913294	200913413	200913930	200913992	0.525988505747126	0.378555555555556	8.78352808618033e-05	-0.4745262322451	-0.147432950191571
SPRTN_RI_104	SPRTN	chr1	+	231351303	231355027	231351303	231351571	231352609	231355027	0.115781609195402	0.243444444444444	9.37234540779577e-06	1.07218646459874	0.127662835249042
ENOSF1_RI_633	ENOSF1	chr18	-	670323	674406	670323	673076	674160	674406	0.360459770114943	0.792666666666667	2.14870677828953e-06	1.13687605587066	0.432206896551724
WTAP_RI_332	WTAP	chr6	+	159748190	159749421	159748190	159748369	159748589	159749421	0.747528735632184	0.620222222222222	6.40349509534301e-05	-0.269343820936257	-0.127306513409962
DDIT3_RI_224	DDIT3	chr12	-	57517268	57517753	57517268	57517595	57517705	57517753	0.829574712643678	0.697111111111111	3.17094644127572e-05	-0.250983295512538	-0.132463601532567
BRWD1_RI_429	BRWD1	chr21	-	39185477	39197415	39185477	39187417	39196497	39197415	0.962781609195402	0.860444444444444	7.18397175683426e-06	-0.162126538031549	-0.102337164750958
NSUN5_RI_645	NSUN5	chr7	-	73302515	73303740	73302515	73303529	73303599	73303740	0.537597701149425	0.319111111111111	1.28991687834449e-05	-0.75246812633764	-0.218486590038314
CUTA_RI_151	CUTA	chr6	-	33417480	33418288	33417480	33417695	33418086	33418288	0.524747126436782	0.712444444444444	6.40422842139452e-05	0.441155157728335	0.187697318007663
QSOX1_RI_357	QSOX1	chr1	+	180196261	180198034	180196261	180196599	180197332	180198034	0.697908045977012	0.587111111111111	6.75403734871007e-05	-0.249403404267463	-0.1107969348659
TRMT2B_RI_122	TRMT2B	chrX	-	101051250	101051733	101051250	101051366	101051643	101051733	0.896942528735632	1	8.11917882053505e-05	0.156912546938329	0.103057471264368
LRRC75A-AS1_RI_1083	LRRC75A-AS1	chr17	+	16438986	16439414	16438986	16439029	16439326	16439414	0.748229885057471	0.985222222222222	8.26807522272969e-05	0.396967579237065	0.236992337164751
CASP1_RI_537	CASP1	chr11	-	105025509	105026356	105025509	105025600	105026225	105026356	0.730356321839081	0.594111111111111	1.0234271400247e-05	-0.297867718921543	-0.136245210727969
TMEM41B_RI_724	TMEM41B	chr11	-	9280654	9283593	9280654	9281041	9283370	9283593	0.662218390804598	0.498222222222222	1.91966310923974e-05	-0.410517705522491	-0.163996168582375
